gpkg_standardized,gpkg,gpkg_n_features,gpkg_xmin,gpkg_ymin,gpkg_xmax,gpkg_ymax
gpkg-standardized/EA_2010-11-01.gpkg,gpkg/EA_2010-11-01.gpkg,624,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2010-11-08.gpkg,gpkg/EA_2010-11-08.gpkg,595,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2010-11-15.gpkg,gpkg/EA_2010-11-15.gpkg,627,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2010-11-22.gpkg,gpkg/EA_2010-11-22.gpkg,600,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2010-11-29.gpkg,gpkg/EA_2010-11-29.gpkg,604,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2010-12-06.gpkg,gpkg/EA_2010-12-06.gpkg,590,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2010-12-13.gpkg,gpkg/EA_2010-12-13.gpkg,598,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2010-12-20.gpkg,gpkg/EA_2010-12-20.gpkg,570,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2010-12-27.gpkg,gpkg/EA_2010-12-27.gpkg,594,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-01-03.gpkg,gpkg/EA_2011-01-03.gpkg,582,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-01-17.gpkg,gpkg/EA_2011-01-17.gpkg,493,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-01-31.gpkg,gpkg/EA_2011-01-31.gpkg,397,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-02-14.gpkg,gpkg/EA_2011-02-14.gpkg,403,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-02-28.gpkg,gpkg/EA_2011-02-28.gpkg,403,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-03-14.gpkg,gpkg/EA_2011-03-14.gpkg,412,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-03-28.gpkg,gpkg/EA_2011-03-28.gpkg,410,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-04-04.gpkg,gpkg/EA_2011-04-04.gpkg,406,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-04-11.gpkg,gpkg/EA_2011-04-11.gpkg,384,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-04-18.gpkg,gpkg/EA_2011-04-18.gpkg,389,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-04-25.gpkg,gpkg/EA_2011-04-25.gpkg,394,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-05-02.gpkg,gpkg/EA_2011-05-02.gpkg,408,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-05-09.gpkg,gpkg/EA_2011-05-09.gpkg,428,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-05-16.gpkg,gpkg/EA_2011-05-16.gpkg,442,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-05-23.gpkg,gpkg/EA_2011-05-23.gpkg,502,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-05-30.gpkg,gpkg/EA_2011-05-30.gpkg,527,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-06-06.gpkg,gpkg/EA_2011-06-06.gpkg,571,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-06-13.gpkg,gpkg/EA_2011-06-13.gpkg,547,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-06-20.gpkg,gpkg/EA_2011-06-20.gpkg,614,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-06-27.gpkg,gpkg/EA_2011-06-27.gpkg,565,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-07-04.gpkg,gpkg/EA_2011-07-04.gpkg,605,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-07-11.gpkg,gpkg/EA_2011-07-11.gpkg,521,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-07-18.gpkg,gpkg/EA_2011-07-18.gpkg,400,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-07-25.gpkg,gpkg/EA_2011-07-25.gpkg,347,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-08-01.gpkg,gpkg/EA_2011-08-01.gpkg,320,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-08-08.gpkg,gpkg/EA_2011-08-08.gpkg,306,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-08-15.gpkg,gpkg/EA_2011-08-15.gpkg,299,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-08-22.gpkg,gpkg/EA_2011-08-22.gpkg,264,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-08-29.gpkg,gpkg/EA_2011-08-29.gpkg,231,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-09-05.gpkg,gpkg/EA_2011-09-05.gpkg,209,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-09-12.gpkg,gpkg/EA_2011-09-12.gpkg,231,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-09-19.gpkg,gpkg/EA_2011-09-19.gpkg,270,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-09-26.gpkg,gpkg/EA_2011-09-26.gpkg,259,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-10-03.gpkg,gpkg/EA_2011-10-03.gpkg,283,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-10-10.gpkg,gpkg/EA_2011-10-10.gpkg,319,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-10-17.gpkg,gpkg/EA_2011-10-17.gpkg,356,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-10-24.gpkg,gpkg/EA_2011-10-24.gpkg,414,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-10-31.gpkg,gpkg/EA_2011-10-31.gpkg,497,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-11-07.gpkg,gpkg/EA_2011-11-07.gpkg,515,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-11-14.gpkg,gpkg/EA_2011-11-14.gpkg,541,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-11-21.gpkg,gpkg/EA_2011-11-21.gpkg,488,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-11-28.gpkg,gpkg/EA_2011-11-28.gpkg,501,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-12-05.gpkg,gpkg/EA_2011-12-05.gpkg,478,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-12-12.gpkg,gpkg/EA_2011-12-12.gpkg,463,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-12-19.gpkg,gpkg/EA_2011-12-19.gpkg,490,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2011-12-26.gpkg,gpkg/EA_2011-12-26.gpkg,475,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-01-02.gpkg,gpkg/EA_2012-01-02.gpkg,426,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-01-09.gpkg,gpkg/EA_2012-01-09.gpkg,414,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-01-16.gpkg,gpkg/EA_2012-01-16.gpkg,423,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-01-23.gpkg,gpkg/EA_2012-01-23.gpkg,415,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-01-30.gpkg,gpkg/EA_2012-01-30.gpkg,407,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-02-06.gpkg,gpkg/EA_2012-02-06.gpkg,384,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-02-13.gpkg,gpkg/EA_2012-02-13.gpkg,386,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-02-20.gpkg,gpkg/EA_2012-02-20.gpkg,390,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-02-27.gpkg,gpkg/EA_2012-02-27.gpkg,412,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-03-05.gpkg,gpkg/EA_2012-03-05.gpkg,390,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-03-12.gpkg,gpkg/EA_2012-03-12.gpkg,391,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-03-19.gpkg,gpkg/EA_2012-03-19.gpkg,399,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-03-26.gpkg,gpkg/EA_2012-03-26.gpkg,394,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-04-02.gpkg,gpkg/EA_2012-04-02.gpkg,400,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-04-09.gpkg,gpkg/EA_2012-04-09.gpkg,393,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-04-16.gpkg,gpkg/EA_2012-04-16.gpkg,397,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-04-23.gpkg,gpkg/EA_2012-04-23.gpkg,389,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-04-30.gpkg,gpkg/EA_2012-04-30.gpkg,429,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-05-07.gpkg,gpkg/EA_2012-05-07.gpkg,405,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-05-14.gpkg,gpkg/EA_2012-05-14.gpkg,476,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-05-21.gpkg,gpkg/EA_2012-05-21.gpkg,514,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-05-28.gpkg,gpkg/EA_2012-05-28.gpkg,517,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-06-04.gpkg,gpkg/EA_2012-06-04.gpkg,508,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-06-11.gpkg,gpkg/EA_2012-06-11.gpkg,457,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-06-18.gpkg,gpkg/EA_2012-06-18.gpkg,469,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-06-25.gpkg,gpkg/EA_2012-06-25.gpkg,500,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-07-02.gpkg,gpkg/EA_2012-07-02.gpkg,483,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-07-09.gpkg,gpkg/EA_2012-07-09.gpkg,480,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-07-16.gpkg,gpkg/EA_2012-07-16.gpkg,601,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-07-23.gpkg,gpkg/EA_2012-07-23.gpkg,498,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-07-30.gpkg,gpkg/EA_2012-07-30.gpkg,515,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-08-06.gpkg,gpkg/EA_2012-08-06.gpkg,388,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-08-13.gpkg,gpkg/EA_2012-08-13.gpkg,346,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-08-20.gpkg,gpkg/EA_2012-08-20.gpkg,277,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-08-27.gpkg,gpkg/EA_2012-08-27.gpkg,263,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-09-03.gpkg,gpkg/EA_2012-09-03.gpkg,252,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-09-10.gpkg,gpkg/EA_2012-09-10.gpkg,226,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-09-17.gpkg,gpkg/EA_2012-09-17.gpkg,322,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-09-24.gpkg,gpkg/EA_2012-09-24.gpkg,323,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-10-01.gpkg,gpkg/EA_2012-10-01.gpkg,322,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-10-08.gpkg,gpkg/EA_2012-10-08.gpkg,371,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-10-15.gpkg,gpkg/EA_2012-10-15.gpkg,582,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-10-22.gpkg,gpkg/EA_2012-10-22.gpkg,512,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-10-29.gpkg,gpkg/EA_2012-10-29.gpkg,546,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-11-05.gpkg,gpkg/EA_2012-11-05.gpkg,597,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-11-12.gpkg,gpkg/EA_2012-11-12.gpkg,488,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-11-19.gpkg,gpkg/EA_2012-11-19.gpkg,485,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-11-26.gpkg,gpkg/EA_2012-11-26.gpkg,497,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-12-03.gpkg,gpkg/EA_2012-12-03.gpkg,471,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-12-10.gpkg,gpkg/EA_2012-12-10.gpkg,452,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-12-17.gpkg,gpkg/EA_2012-12-17.gpkg,461,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-12-24.gpkg,gpkg/EA_2012-12-24.gpkg,460,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2012-12-31.gpkg,gpkg/EA_2012-12-31.gpkg,442,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-01-07.gpkg,gpkg/EA_2013-01-07.gpkg,420,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-01-14.gpkg,gpkg/EA_2013-01-14.gpkg,402,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-01-21.gpkg,gpkg/EA_2013-01-21.gpkg,447,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-01-28.gpkg,gpkg/EA_2013-01-28.gpkg,457,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-02-04.gpkg,gpkg/EA_2013-02-04.gpkg,434,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-02-11.gpkg,gpkg/EA_2013-02-11.gpkg,414,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-02-18.gpkg,gpkg/EA_2013-02-18.gpkg,413,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-02-25.gpkg,gpkg/EA_2013-02-25.gpkg,412,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-03-04.gpkg,gpkg/EA_2013-03-04.gpkg,409,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-03-11.gpkg,gpkg/EA_2013-03-11.gpkg,381,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-03-18.gpkg,gpkg/EA_2013-03-18.gpkg,413,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-03-25.gpkg,gpkg/EA_2013-03-25.gpkg,425,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-04-01.gpkg,gpkg/EA_2013-04-01.gpkg,429,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-04-08.gpkg,gpkg/EA_2013-04-08.gpkg,443,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-04-15.gpkg,gpkg/EA_2013-04-15.gpkg,446,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-04-22.gpkg,gpkg/EA_2013-04-22.gpkg,475,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-04-29.gpkg,gpkg/EA_2013-04-29.gpkg,453,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-05-06.gpkg,gpkg/EA_2013-05-06.gpkg,445,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-05-13.gpkg,gpkg/EA_2013-05-13.gpkg,434,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-05-20.gpkg,gpkg/EA_2013-05-20.gpkg,399,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-05-27.gpkg,gpkg/EA_2013-05-27.gpkg,422,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-06-03.gpkg,gpkg/EA_2013-06-03.gpkg,431,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-06-10.gpkg,gpkg/EA_2013-06-10.gpkg,443,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-06-17.gpkg,gpkg/EA_2013-06-17.gpkg,443,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-06-24.gpkg,gpkg/EA_2013-06-24.gpkg,476,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-07-01.gpkg,gpkg/EA_2013-07-01.gpkg,549,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-07-08.gpkg,gpkg/EA_2013-07-08.gpkg,559,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-07-15.gpkg,gpkg/EA_2013-07-15.gpkg,542,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-07-22.gpkg,gpkg/EA_2013-07-22.gpkg,527,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-07-29.gpkg,gpkg/EA_2013-07-29.gpkg,495,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-08-05.gpkg,gpkg/EA_2013-08-05.gpkg,466,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-08-12.gpkg,gpkg/EA_2013-08-12.gpkg,427,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-08-19.gpkg,gpkg/EA_2013-08-19.gpkg,333,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-08-26.gpkg,gpkg/EA_2013-08-26.gpkg,337,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-09-02.gpkg,gpkg/EA_2013-09-02.gpkg,378,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-09-09.gpkg,gpkg/EA_2013-09-09.gpkg,346,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-09-16.gpkg,gpkg/EA_2013-09-16.gpkg,344,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-09-23.gpkg,gpkg/EA_2013-09-23.gpkg,410,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-09-30.gpkg,gpkg/EA_2013-09-30.gpkg,416,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-10-07.gpkg,gpkg/EA_2013-10-07.gpkg,454,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-10-14.gpkg,gpkg/EA_2013-10-14.gpkg,563,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-10-21.gpkg,gpkg/EA_2013-10-21.gpkg,562,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-10-28.gpkg,gpkg/EA_2013-10-28.gpkg,634,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-11-04.gpkg,gpkg/EA_2013-11-04.gpkg,740,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-11-11.gpkg,gpkg/EA_2013-11-11.gpkg,517,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-11-18.gpkg,gpkg/EA_2013-11-18.gpkg,494,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-11-25.gpkg,gpkg/EA_2013-11-25.gpkg,538,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-12-02.gpkg,gpkg/EA_2013-12-02.gpkg,542,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-12-09.gpkg,gpkg/EA_2013-12-09.gpkg,493,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-12-16.gpkg,gpkg/EA_2013-12-16.gpkg,540,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-12-23.gpkg,gpkg/EA_2013-12-23.gpkg,567,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2013-12-30.gpkg,gpkg/EA_2013-12-30.gpkg,539,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-01-06.gpkg,gpkg/EA_2014-01-06.gpkg,538,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-01-13.gpkg,gpkg/EA_2014-01-13.gpkg,532,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-01-20.gpkg,gpkg/EA_2014-01-20.gpkg,532,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-01-27.gpkg,gpkg/EA_2014-01-27.gpkg,498,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-02-03.gpkg,gpkg/EA_2014-02-03.gpkg,516,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-02-10.gpkg,gpkg/EA_2014-02-10.gpkg,510,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-02-17.gpkg,gpkg/EA_2014-02-17.gpkg,508,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-02-24.gpkg,gpkg/EA_2014-02-24.gpkg,521,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-03-03.gpkg,gpkg/EA_2014-03-03.gpkg,471,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-03-10.gpkg,gpkg/EA_2014-03-10.gpkg,501,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-03-17.gpkg,gpkg/EA_2014-03-17.gpkg,493,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-03-24.gpkg,gpkg/EA_2014-03-24.gpkg,439,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-03-31.gpkg,gpkg/EA_2014-03-31.gpkg,426,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-04-07.gpkg,gpkg/EA_2014-04-07.gpkg,432,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-04-14.gpkg,gpkg/EA_2014-04-14.gpkg,427,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-04-21.gpkg,gpkg/EA_2014-04-21.gpkg,442,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-04-28.gpkg,gpkg/EA_2014-04-28.gpkg,450,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
gpkg-standardized/EA_2014-05-05.gpkg,gpkg/EA_2014-05-05.gpkg,463,-195031.966404627,2723260.83622012,1970740.11899383,5186575.94750484
